11.0000,76.0000,19.0000,76.0000
11.0000,112.0000,11.0000,76.0000
19.0000,112.0000,11.0000,112.0000
19.0000,76.0000,19.0000,112.0000
11.0000,187.0000,19.0000,187.0000
11.0000,223.0000,11.0000,187.0000
19.0000,223.0000,11.0000,223.0000
19.0000,187.0000,19.0000,223.0000
93.0000,19.0000,93.0000,11.0000
129.0000,19.0000,93.0000,19.0000
129.0000,11.0000,129.0000,19.0000
93.0000,11.0000,129.0000,11.0000
259.0000,19.0000,259.0000,11.0000
295.0000,19.0000,259.0000,19.0000
295.0000,11.0000,295.0000,19.0000
259.0000,11.0000,295.0000,11.0000
420.0000,19.0000,420.0000,11.0000
456.0000,19.0000,420.0000,19.0000
456.0000,11.0000,456.0000,19.0000
420.0000,11.0000,456.0000,11.0000
173.0000,406.0000,173.0000,398.0000
209.0000,406.0000,173.0000,406.0000
209.0000,398.0000,209.0000,406.0000
173.0000,398.0000,209.0000,398.0000
12.0000,12.0000,12.0000,12.0000
12.0000,12.0000,12.0000,12.0000
12.0000,12.0000,12.0000,12.0000
531.0000,95.0000,531.0000,167.0000
527.0000,95.0000,535.0000,95.0000
527.0000,167.0000,527.0000,95.0000
535.0000,167.0000,527.0000,167.0000
535.0000,95.0000,535.0000,167.0000
426.0000,253.0000,426.0000,256.0000
482.0000,253.0000,426.0000,253.0000
482.0000,256.0000,482.0000,253.0000
426.0000,256.0000,482.0000,256.0000
376.0000,250.0000,376.0000,253.0000
432.0000,250.0000,376.0000,250.0000
432.0000,253.0000,432.0000,250.0000
376.0000,253.0000,432.0000,253.0000
483.0000,255.0000,483.0000,251.0000
375.0000,255.0000,375.0000,251.0000
173.0000,402.0000,209.0000,402.0000
420.0000,15.0000,456.0000,15.0000
259.0000,15.0000,295.0000,15.0000
93.0000,15.0000,129.0000,15.0000
15.0000,187.0000,15.0000,223.0000
15.0000,76.0000,15.0000,112.0000
328.0000,351.0000,324.0000,351.0000
328.0000,323.0000,324.0000,323.0000
96.0000,351.0000,92.0000,351.0000
96.0000,323.0000,92.0000,323.0000
159.0000,165.0000,159.0000,161.0000
157.0000,161.0000,159.0000,161.0000
157.0000,165.0000,159.0000,165.0000
187.0000,165.0000,187.0000,161.0000
153.0000,185.0000,153.0000,165.0000
157.0000,189.0000,157.0000,165.0000
131.0000,185.0000,153.0000,185.0000
131.0000,189.0000,157.0000,189.0000
198.0000,185.0000,261.0000,185.0000
194.0000,189.0000,261.0000,189.0000
198.0000,161.0000,198.0000,185.0000
194.0000,165.0000,194.0000,189.0000
187.0000,161.0000,198.0000,161.0000
187.0000,165.0000,194.0000,165.0000
258.0000,161.0000,258.0000,165.0000
261.0000,165.0000,258.0000,165.0000
265.0000,161.0000,258.0000,161.0000
261.0000,185.0000,261.0000,165.0000
261.0000,251.0000,261.0000,189.0000
265.0000,251.0000,265.0000,161.0000
131.0000,161.0000,157.0000,161.0000
131.0000,165.0000,153.0000,165.0000
127.0000,161.0000,131.0000,161.0000
127.0000,133.0000,131.0000,133.0000
127.0000,133.0000,127.0000,130.0000
