127.0000,251.0000,127.0000,161.0000
131.0000,133.0000,131.0000,130.0000
131.0000,185.0000,131.0000,165.0000
131.0000,251.0000,131.0000,189.0000
199.0000,126.0000,199.0000,130.0000
171.0000,126.0000,171.0000,130.0000
207.0000,126.0000,207.0000,130.0000
235.0000,126.0000,235.0000,130.0000
235.0000,126.0000,337.0000,126.0000
205.0000,126.0000,207.0000,126.0000
199.0000,126.0000,201.0000,126.0000
18.0000,126.0000,171.0000,126.0000
235.0000,130.0000,341.0000,130.0000
199.0000,130.0000,207.0000,130.0000
131.0000,130.0000,171.0000,130.0000
18.0000,130.0000,127.0000,130.0000
341.0000,18.0000,341.0000,130.0000
337.0000,18.0000,337.0000,126.0000
205.0000,18.0000,205.0000,126.0000
201.0000,18.0000,201.0000,126.0000
534.0000,220.0000,528.0000,220.0000
534.0000,248.0000,528.0000,248.0000
61.0000,399.0000,61.0000,405.0000
89.0000,399.0000,89.0000,405.0000
96.0000,351.0000,96.0000,399.0000
96.0000,255.0000,96.0000,323.0000
92.0000,351.0000,92.0000,399.0000
92.0000,255.0000,92.0000,323.0000
321.0000,255.0000,321.0000,251.0000
289.0000,255.0000,289.0000,251.0000
328.0000,351.0000,328.0000,399.0000
328.0000,255.0000,328.0000,323.0000
324.0000,351.0000,324.0000,399.0000
324.0000,255.0000,324.0000,323.0000
483.0000,251.0000,528.0000,251.0000
321.0000,251.0000,375.0000,251.0000
265.0000,251.0000,289.0000,251.0000
131.0000,251.0000,261.0000,251.0000
18.0000,251.0000,127.0000,251.0000
483.0000,255.0000,528.0000,255.0000
328.0000,255.0000,375.0000,255.0000
321.0000,255.0000,324.0000,255.0000
96.0000,255.0000,289.0000,255.0000
18.0000,255.0000,92.0000,255.0000
12.0000,76.0000,12.0000,12.0000
12.0000,187.0000,12.0000,112.0000
12.0000,405.0000,12.0000,223.0000
18.0000,76.0000,18.0000,18.0000
18.0000,126.0000,18.0000,112.0000
18.0000,187.0000,18.0000,130.0000
18.0000,251.0000,18.0000,223.0000
18.0000,399.0000,18.0000,255.0000
61.0000,405.0000,12.0000,405.0000
173.0000,405.0000,89.0000,405.0000
534.0000,405.0000,209.0000,405.0000
61.0000,399.0000,18.0000,399.0000
92.0000,399.0000,89.0000,399.0000
173.0000,399.0000,96.0000,399.0000
324.0000,399.0000,209.0000,399.0000
528.0000,399.0000,328.0000,399.0000
534.0000,248.0000,534.0000,405.0000
534.0000,12.0000,534.0000,220.0000
528.0000,255.0000,528.0000,399.0000
528.0000,248.0000,528.0000,251.0000
528.0000,18.0000,528.0000,220.0000
456.0000,12.0000,534.0000,12.0000
295.0000,12.0000,420.0000,12.0000
129.0000,12.0000,259.0000,12.0000
12.0000,12.0000,93.0000,12.0000
456.0000,18.0000,528.0000,18.0000
341.0000,18.0000,420.0000,18.0000
295.0000,18.0000,337.0000,18.0000
205.0000,18.0000,259.0000,18.0000
129.0000,18.0000,201.0000,18.0000
18.0000,18.0000,93.0000,18.0000
